Council/Agency,Region,Site name,Estuary name,Latitude,Longitude,Date sampled ,Indicator,Units,Indicator value
Auckland Council,Auckland,Drury Inner,Manukau Harbour,-37.08947529,174.9184198,1/01/2015,Copper,mg/kg,8.3
Auckland Council,Auckland,Drury Inner,Manukau Harbour,-37.08947529,174.9184198,1/01/2015,Lead,mg/kg,12.3
Auckland Council,Auckland,Drury Inner,Manukau Harbour,-37.08947529,174.9184198,1/01/2015,Mercury,mg/kg,0.05
Auckland Council,Auckland,Drury Inner,Manukau Harbour,-37.08947529,174.9184198,1/01/2015,Zinc,mg/kg,71
Auckland Council,Auckland,Elletts Beach,Manukau Harbour,-37.08222733,174.7947741,1/01/2021,Mud_content,%,6.8
Auckland Council,Auckland,Elletts Beach,Manukau Harbour,-37.08222733,174.7947741,1/01/2021,Macrofauna,N/A,3.01
Auckland Council,Auckland,Elletts Beach,Manukau Harbour,-37.08222733,174.7947741,1/01/2020,Mud_content,%,6.7
Auckland Council,Auckland,Elletts Beach,Manukau Harbour,-37.08222733,174.7947741,1/01/2020,Macrofauna,N/A,2.98
Auckland Council,Auckland,Elletts Beach,Manukau Harbour,-37.08222733,174.7947741,1/01/2019,Mud_content,%,7.1
Auckland Council,Auckland,Elletts Beach,Manukau Harbour,-37.08222733,174.7947741,1/01/2019,Macrofauna,N/A,2.98
Auckland Council,Auckland,Elletts Beach,Manukau Harbour,-37.08222733,174.7947741,1/01/2018,Mud_content,%,5.2
Auckland Council,Auckland,Elletts Beach,Manukau Harbour,-37.08222733,174.7947741,1/01/2018,Macrofauna,N/A,2.41
Auckland Council,Auckland,Elletts Beach,Manukau Harbour,-37.08222733,174.7947741,1/01/2017,Mud_content,%,4.1
Auckland Council,Auckland,Elletts Beach,Manukau Harbour,-37.08222733,174.7947741,1/01/2017,Macrofauna,N/A,2.27
Auckland Council,Auckland,Elletts Beach,Manukau Harbour,-37.08222733,174.7947741,1/01/2016,Mud_content,%,12
Auckland Council,Auckland,Elletts Beach,Manukau Harbour,-37.08222733,174.7947741,1/01/2016,Macrofauna,N/A,2.44
Auckland Council,Auckland,Elletts Beach,Manukau Harbour,-37.08222733,174.7947741,1/01/2015,Mud_content,%,12.1
Auckland Council,Auckland,Elletts Beach,Manukau Harbour,-37.08222733,174.7947741,1/01/2015,Macrofauna,N/A,2.58
Auckland Council,Auckland,Elletts Beach,Manukau Harbour,-37.08222733,174.7947741,1/01/2014,Mud_content,%,8
Auckland Council,Auckland,Elletts Beach,Manukau Harbour,-37.08222733,174.7947741,1/01/2014,Macrofauna,N/A,2.82
Auckland Council,Auckland,Elletts Beach,Manukau Harbour,-37.08222733,174.7947741,1/01/2013,Mud_content,%,7.3
Auckland Council,Auckland,Elletts Beach,Manukau Harbour,-37.08222733,174.7947741,1/01/2013,Macrofauna,N/A,2.57
Auckland Council,Auckland,Harania,Manukau Harbour,-36.94437637,174.8186866,1/01/2021,Arsenic,mg/kg,10.5
Auckland Council,Auckland,Harania,Manukau Harbour,-36.94437637,174.8186866,1/01/2021,Copper,mg/kg,13.4
Auckland Council,Auckland,Harania,Manukau Harbour,-36.94437637,174.8186866,1/01/2021,Lead,mg/kg,18.2
Auckland Council,Auckland,Harania,Manukau Harbour,-36.94437637,174.8186866,1/01/2021,Mercury,mg/kg,0.05
Auckland Council,Auckland,Harania,Manukau Harbour,-36.94437637,174.8186866,1/01/2021,Zinc,mg/kg,124
Auckland Council,Auckland,Harania,Manukau Harbour,-36.94437637,174.8186866,1/01/2021,Mud_content,%,90.4
Auckland Council,Auckland,Harania,Manukau Harbour,-36.94437637,174.8186866,1/01/2021,Macrofauna,N/A,5.5
Auckland Council,Auckland,Harania,Manukau Harbour,-36.94437637,174.8186866,1/01/2019,Arsenic,mg/kg,12.1
Auckland Council,Auckland,Harania,Manukau Harbour,-36.94437637,174.8186866,1/01/2019,Copper,mg/kg,16.2
Auckland Council,Auckland,Harania,Manukau Harbour,-36.94437637,174.8186866,1/01/2019,Lead,mg/kg,20.4
Auckland Council,Auckland,Harania,Manukau Harbour,-36.94437637,174.8186866,1/01/2019,Mercury,mg/kg,0.06
Auckland Council,Auckland,Harania,Manukau Harbour,-36.94437637,174.8186866,1/01/2019,Zinc,mg/kg,146
Auckland Council,Auckland,Harania,Manukau Harbour,-36.94437637,174.8186866,1/01/2019,Mud_content,%,87.6
Auckland Council,Auckland,Harania,Manukau Harbour,-36.94437637,174.8186866,1/01/2019,Macrofauna,N/A,5.23
Auckland Council,Auckland,Harania,Manukau Harbour,-36.94437637,174.8186866,1/01/2017,Arsenic,mg/kg,12.1
Auckland Council,Auckland,Harania,Manukau Harbour,-36.94437637,174.8186866,1/01/2017,Copper,mg/kg,13.6
Auckland Council,Auckland,Harania,Manukau Harbour,-36.94437637,174.8186866,1/01/2017,Lead,mg/kg,19.8
Auckland Council,Auckland,Harania,Manukau Harbour,-36.94437637,174.8186866,1/01/2017,Mercury,mg/kg,0.06
Auckland Council,Auckland,Harania,Manukau Harbour,-36.94437637,174.8186866,1/01/2017,Zinc,mg/kg,133
Auckland Council,Auckland,Harania,Manukau Harbour,-36.94437637,174.8186866,1/01/2017,Mud_content,%,88.5
Auckland Council,Auckland,Harania,Manukau Harbour,-36.94437637,174.8186866,1/01/2017,Macrofauna,N/A,5.74
Auckland Council,Auckland,Harania,Manukau Harbour,-36.94437637,174.8186866,1/01/2015,Arsenic,mg/kg,12.3
Auckland Council,Auckland,Harania,Manukau Harbour,-36.94437637,174.8186866,1/01/2015,Copper,mg/kg,17.9
Auckland Council,Auckland,Harania,Manukau Harbour,-36.94437637,174.8186866,1/01/2015,Lead,mg/kg,22.1
Auckland Council,Auckland,Harania,Manukau Harbour,-36.94437637,174.8186866,1/01/2015,Mercury,mg/kg,0.06
Auckland Council,Auckland,Harania,Manukau Harbour,-36.94437637,174.8186866,1/01/2015,Zinc,mg/kg,137
Auckland Council,Auckland,Harania,Manukau Harbour,-36.94437637,174.8186866,1/01/2015,Mud_content,%,86.9
Auckland Council,Auckland,Harania,Manukau Harbour,-36.94437637,174.8186866,1/01/2015,Macrofauna,N/A,5.65
Auckland Council,Auckland,Harania,Manukau Harbour,-36.94437637,174.8186866,1/01/2010,Copper,mg/kg,18
Auckland Council,Auckland,Harania,Manukau Harbour,-36.94437637,174.8186866,1/01/2010,Lead,mg/kg,24
Auckland Council,Auckland,Harania,Manukau Harbour,-36.94437637,174.8186866,1/01/2010,Zinc,mg/kg,132
Auckland Council,Auckland,Harania,Manukau Harbour,-36.94437637,174.8186866,1/01/2010,Mud_content,%,88.3
Auckland Council,Auckland,Harania,Manukau Harbour,-36.94437637,174.8186866,1/01/2010,Macrofauna,N/A,5.56
Auckland Council,Auckland,Hillsborough,Manukau Harbour,-36.92869752,174.7603941,1/01/2021,Arsenic,mg/kg,9.3
Auckland Council,Auckland,Hillsborough,Manukau Harbour,-36.92869752,174.7603941,1/01/2021,Copper,mg/kg,6.1
Auckland Council,Auckland,Hillsborough,Manukau Harbour,-36.92869752,174.7603941,1/01/2021,Lead,mg/kg,10.5
Auckland Council,Auckland,Hillsborough,Manukau Harbour,-36.92869752,174.7603941,1/01/2021,Mercury,mg/kg,0.02
Auckland Council,Auckland,Hillsborough,Manukau Harbour,-36.92869752,174.7603941,1/01/2021,Zinc,mg/kg,65
Auckland Council,Auckland,Hillsborough,Manukau Harbour,-36.92869752,174.7603941,1/01/2021,Mud_content,%,17.5
Auckland Council,Auckland,Hillsborough,Manukau Harbour,-36.92869752,174.7603941,1/01/2021,Macrofauna,N/A,3.59
Auckland Council,Auckland,Hillsborough,Manukau Harbour,-36.92869752,174.7603941,1/01/2015,Arsenic,mg/kg,7.1
Auckland Council,Auckland,Hillsborough,Manukau Harbour,-36.92869752,174.7603941,1/01/2015,Copper,mg/kg,7.4
Auckland Council,Auckland,Hillsborough,Manukau Harbour,-36.92869752,174.7603941,1/01/2015,Lead,mg/kg,11.2
Auckland Council,Auckland,Hillsborough,Manukau Harbour,-36.92869752,174.7603941,1/01/2015,Mercury,mg/kg,0.03
Auckland Council,Auckland,Hillsborough,Manukau Harbour,-36.92869752,174.7603941,1/01/2015,Zinc,mg/kg,64
Auckland Council,Auckland,Hillsborough,Manukau Harbour,-36.92869752,174.7603941,1/01/2015,Mud_content,%,35.3
Auckland Council,Auckland,Hillsborough,Manukau Harbour,-36.92869752,174.7603941,1/01/2010,Copper,mg/kg,6.7
Auckland Council,Auckland,Hillsborough,Manukau Harbour,-36.92869752,174.7603941,1/01/2010,Lead,mg/kg,12.1
Auckland Council,Auckland,Hillsborough,Manukau Harbour,-36.92869752,174.7603941,1/01/2010,Zinc,mg/kg,70
Auckland Council,Auckland,Hillsborough,Manukau Harbour,-36.92869752,174.7603941,1/01/2010,Mud_content,%,22.9
Auckland Council,Auckland,Karaka Point,Manukau Harbour,-37.04648249,174.8330057,1/01/2021,Mud_content,%,2.8
Auckland Council,Auckland,Karaka Point,Manukau Harbour,-37.04648249,174.8330057,1/01/2021,Macrofauna,N/A,3.05
Auckland Council,Auckland,Karaka Point,Manukau Harbour,-37.04648249,174.8330057,1/01/2020,Mud_content,%,2.9
Auckland Council,Auckland,Karaka Point,Manukau Harbour,-37.04648249,174.8330057,1/01/2020,Macrofauna,N/A,2.53
Auckland Council,Auckland,Karaka Point,Manukau Harbour,-37.04648249,174.8330057,1/01/2019,Mud_content,%,2.2
Auckland Council,Auckland,Karaka Point,Manukau Harbour,-37.04648249,174.8330057,1/01/2019,Macrofauna,N/A,2.57
Auckland Council,Auckland,Karaka Point,Manukau Harbour,-37.04648249,174.8330057,1/01/2018,Mud_content,%,3
Auckland Council,Auckland,Karaka Point,Manukau Harbour,-37.04648249,174.8330057,1/01/2018,Macrofauna,N/A,2.71
Auckland Council,Auckland,Karaka Point,Manukau Harbour,-37.04648249,174.8330057,1/01/2017,Mud_content,%,1.8
Auckland Council,Auckland,Karaka Point,Manukau Harbour,-37.04648249,174.8330057,1/01/2017,Macrofauna,N/A,2.99
Auckland Council,Auckland,Karaka Point,Manukau Harbour,-37.04648249,174.8330057,1/01/2016,Mud_content,%,3.2
Auckland Council,Auckland,Karaka Point,Manukau Harbour,-37.04648249,174.8330057,1/01/2016,Macrofauna,N/A,2.62
Auckland Council,Auckland,Karaka Point,Manukau Harbour,-37.04648249,174.8330057,1/01/2015,Mud_content,%,2.3
Auckland Council,Auckland,Karaka Point,Manukau Harbour,-37.04648249,174.8330057,1/01/2015,Macrofauna,N/A,2.69
Auckland Council,Auckland,Karaka Point,Manukau Harbour,-37.04648249,174.8330057,1/01/2014,Mud_content,%,2.3
Auckland Council,Auckland,Karaka Point,Manukau Harbour,-37.04648249,174.8330057,1/01/2014,Macrofauna,N/A,2.67
Auckland Council,Auckland,Karaka Point,Manukau Harbour,-37.04648249,174.8330057,1/01/2013,Mud_content,%,2.8
Auckland Council,Auckland,Karaka Point,Manukau Harbour,-37.04648249,174.8330057,1/01/2013,Macrofauna,N/A,2.59
Auckland Council,Auckland,Karaka/Te Hihi Estuary,Manukau Harbour,-37.09490372,174.7939142,1/01/2021,Arsenic,mg/kg,8
Auckland Council,Auckland,Karaka/Te Hihi Estuary,Manukau Harbour,-37.09490372,174.7939142,1/01/2021,Copper,mg/kg,3
Auckland Council,Auckland,Karaka/Te Hihi Estuary,Manukau Harbour,-37.09490372,174.7939142,1/01/2021,Lead,mg/kg,5.2
Auckland Council,Auckland,Karaka/Te Hihi Estuary,Manukau Harbour,-37.09490372,174.7939142,1/01/2021,Mercury,mg/kg,<ALD
Auckland Council,Auckland,Karaka/Te Hihi Estuary,Manukau Harbour,-37.09490372,174.7939142,1/01/2021,Zinc,mg/kg,35
Auckland Council,Auckland,Karaka/Te Hihi Estuary,Manukau Harbour,-37.09490372,174.7939142,1/01/2021,Mud_content,%,39.1
Auckland Council,Auckland,Karaka/Te Hihi Estuary,Manukau Harbour,-37.09490372,174.7939142,1/01/2021,Macrofauna,N/A,4.81
Auckland Council,Auckland,Karaka/Te Hihi Estuary,Manukau Harbour,-37.09490372,174.7939142,1/01/2019,Arsenic,mg/kg,7.7
Auckland Council,Auckland,Karaka/Te Hihi Estuary,Manukau Harbour,-37.09490372,174.7939142,1/01/2019,Copper,mg/kg,3.7
Auckland Council,Auckland,Karaka/Te Hihi Estuary,Manukau Harbour,-37.09490372,174.7939142,1/01/2019,Lead,mg/kg,5.5
Auckland Council,Auckland,Karaka/Te Hihi Estuary,Manukau Harbour,-37.09490372,174.7939142,1/01/2019,Mercury,mg/kg,0.02
Auckland Council,Auckland,Karaka/Te Hihi Estuary,Manukau Harbour,-37.09490372,174.7939142,1/01/2019,Zinc,mg/kg,40
Auckland Council,Auckland,Karaka/Te Hihi Estuary,Manukau Harbour,-37.09490372,174.7939142,1/01/2019,Mud_content,%,37.9
Auckland Council,Auckland,Karaka/Te Hihi Estuary,Manukau Harbour,-37.09490372,174.7939142,1/01/2019,Macrofauna,N/A,4.63
Auckland Council,Auckland,Little Muddy,Manukau Harbour,-36.95606703,174.6450402,1/01/2021,Arsenic,mg/kg,16.3
Auckland Council,Auckland,Little Muddy,Manukau Harbour,-36.95606703,174.6450402,1/01/2021,Copper,mg/kg,9.6
Auckland Council,Auckland,Little Muddy,Manukau Harbour,-36.95606703,174.6450402,1/01/2021,Lead,mg/kg,12.4
Auckland Council,Auckland,Little Muddy,Manukau Harbour,-36.95606703,174.6450402,1/01/2021,Mercury,mg/kg,0.04
Auckland Council,Auckland,Little Muddy,Manukau Harbour,-36.95606703,174.6450402,1/01/2021,Zinc,mg/kg,71
Auckland Council,Auckland,Little Muddy,Manukau Harbour,-36.95606703,174.6450402,1/01/2021,Mud_content,%,27.7
Auckland Council,Auckland,Little Muddy,Manukau Harbour,-36.95606703,174.6450402,1/01/2021,Macrofauna,N/A,4.15
Auckland Council,Auckland,Little Muddy,Manukau Harbour,-36.95606703,174.6450402,1/01/2018,Arsenic,mg/kg,13
Auckland Council,Auckland,Little Muddy,Manukau Harbour,-36.95606703,174.6450402,1/01/2018,Copper,mg/kg,10.1
Auckland Council,Auckland,Little Muddy,Manukau Harbour,-36.95606703,174.6450402,1/01/2018,Lead,mg/kg,11.9
Auckland Council,Auckland,Little Muddy,Manukau Harbour,-36.95606703,174.6450402,1/01/2018,Mercury,mg/kg,0.04
Auckland Council,Auckland,Little Muddy,Manukau Harbour,-36.95606703,174.6450402,1/01/2018,Zinc,mg/kg,73
Auckland Council,Auckland,Little Muddy,Manukau Harbour,-36.95606703,174.6450402,1/01/2018,Mud_content,%,27.5
Auckland Council,Auckland,Little Muddy,Manukau Harbour,-36.95606703,174.6450402,1/01/2018,Macrofauna,N/A,4.42
Auckland Council,Auckland,Little Muddy,Manukau Harbour,-36.95606703,174.6450402,1/01/2013,Arsenic,mg/kg,16.4
Auckland Council,Auckland,Little Muddy,Manukau Harbour,-36.95606703,174.6450402,1/01/2013,Copper,mg/kg,11.1
Auckland Council,Auckland,Little Muddy,Manukau Harbour,-36.95606703,174.6450402,1/01/2013,Lead,mg/kg,14.2
Auckland Council,Auckland,Little Muddy,Manukau Harbour,-36.95606703,174.6450402,1/01/2013,Mercury,mg/kg,0.04
Auckland Council,Auckland,Little Muddy,Manukau Harbour,-36.95606703,174.6450402,1/01/2013,Zinc,mg/kg,74
Auckland Council,Auckland,Little Muddy,Manukau Harbour,-36.95606703,174.6450402,1/01/2013,Mud_content,%,38.1
Auckland Council,Auckland,Little Muddy,Manukau Harbour,-36.95606703,174.6450402,1/01/2013,Macrofauna,N/A,4.56
Auckland Council,Auckland,Māngere Cemetery,Manukau Harbour,-36.93149424,174.7957349,1/01/2021,Arsenic,mg/kg,11.2
Auckland Council,Auckland,Māngere Cemetery,Manukau Harbour,-36.93149424,174.7957349,1/01/2021,Copper,mg/kg,11.8
Auckland Council,Auckland,Māngere Cemetery,Manukau Harbour,-36.93149424,174.7957349,1/01/2021,Lead,mg/kg,17.3
Auckland Council,Auckland,Māngere Cemetery,Manukau Harbour,-36.93149424,174.7957349,1/01/2021,Mercury,mg/kg,0.04
Auckland Council,Auckland,Māngere Cemetery,Manukau Harbour,-36.93149424,174.7957349,1/01/2021,Zinc,mg/kg,112
Auckland Council,Auckland,Māngere Cemetery,Manukau Harbour,-36.93149424,174.7957349,1/01/2021,Mud_content,%,86.1
Auckland Council,Auckland,Māngere Cemetery,Manukau Harbour,-36.93149424,174.7957349,1/01/2021,Macrofauna,N/A,4.87
Auckland Council,Auckland,Māngere Cemetery,Manukau Harbour,-36.93149424,174.7957349,1/01/2018,Arsenic,mg/kg,10.9
Auckland Council,Auckland,Māngere Cemetery,Manukau Harbour,-36.93149424,174.7957349,1/01/2018,Copper,mg/kg,11.7
Auckland Council,Auckland,Māngere Cemetery,Manukau Harbour,-36.93149424,174.7957349,1/01/2018,Lead,mg/kg,16.7
Auckland Council,Auckland,Māngere Cemetery,Manukau Harbour,-36.93149424,174.7957349,1/01/2018,Mercury,mg/kg,0.06
Auckland Council,Auckland,Māngere Cemetery,Manukau Harbour,-36.93149424,174.7957349,1/01/2018,Zinc,mg/kg,116
Auckland Council,Auckland,Māngere Cemetery,Manukau Harbour,-36.93149424,174.7957349,1/01/2018,Mud_content,%,78.7
Auckland Council,Auckland,Māngere Cemetery,Manukau Harbour,-36.93149424,174.7957349,1/01/2018,Macrofauna,N/A,4.77
Auckland Council,Auckland,Māngere Cemetery,Manukau Harbour,-36.93149424,174.7957349,1/01/2016,Arsenic,mg/kg,10.4
Auckland Council,Auckland,Māngere Cemetery,Manukau Harbour,-36.93149424,174.7957349,1/01/2016,Copper,mg/kg,12.8
Auckland Council,Auckland,Māngere Cemetery,Manukau Harbour,-36.93149424,174.7957349,1/01/2016,Lead,mg/kg,20
Auckland Council,Auckland,Māngere Cemetery,Manukau Harbour,-36.93149424,174.7957349,1/01/2016,Mercury,mg/kg,0.06
Auckland Council,Auckland,Māngere Cemetery,Manukau Harbour,-36.93149424,174.7957349,1/01/2016,Zinc,mg/kg,99
Auckland Council,Auckland,Māngere Cemetery,Manukau Harbour,-36.93149424,174.7957349,1/01/2016,Mud_content,%,84.1
Auckland Council,Auckland,Māngere Cemetery,Manukau Harbour,-36.93149424,174.7957349,1/01/2016,Macrofauna,N/A,5.55
Auckland Council,Auckland,Māngere Cemetery,Manukau Harbour,-36.93149424,174.7957349,1/01/2013,Arsenic,mg/kg,11.8
Auckland Council,Auckland,Māngere Cemetery,Manukau Harbour,-36.93149424,174.7957349,1/01/2013,Copper,mg/kg,15.3
Auckland Council,Auckland,Māngere Cemetery,Manukau Harbour,-36.93149424,174.7957349,1/01/2013,Lead,mg/kg,19.6
Auckland Council,Auckland,Māngere Cemetery,Manukau Harbour,-36.93149424,174.7957349,1/01/2013,Mercury,mg/kg,0.06
Auckland Council,Auckland,Māngere Cemetery,Manukau Harbour,-36.93149424,174.7957349,1/01/2013,Zinc,mg/kg,111
Auckland Council,Auckland,Māngere Cemetery,Manukau Harbour,-36.93149424,174.7957349,1/01/2013,Mud_content,%,78.3
Auckland Council,Auckland,Māngere Cemetery,Manukau Harbour,-36.93149424,174.7957349,1/01/2013,Macrofauna,N/A,5.13
Auckland Council,Auckland,Māngere Cemetery,Manukau Harbour,-36.93149424,174.7957349,1/01/2011,Copper,mg/kg,19.7
Auckland Council,Auckland,Māngere Cemetery,Manukau Harbour,-36.93149424,174.7957349,1/01/2011,Lead,mg/kg,24.2
Auckland Council,Auckland,Māngere Cemetery,Manukau Harbour,-36.93149424,174.7957349,1/01/2011,Zinc,mg/kg,129
Auckland Council,Auckland,Māngere Cemetery,Manukau Harbour,-36.93149424,174.7957349,1/01/2011,Mud_content,%,91.8
Auckland Council,Auckland,Māngere Cemetery,Manukau Harbour,-36.93149424,174.7957349,1/01/2011,Macrofauna,N/A,5.49
Auckland Council,Auckland,Mauku/Taihiki River A,Manukau Harbour,-37.15638155,174.7315184,1/01/2021,Arsenic,mg/kg,7.7
Auckland Council,Auckland,Mauku/Taihiki River A,Manukau Harbour,-37.15638155,174.7315184,1/01/2021,Copper,mg/kg,2.9
Auckland Council,Auckland,Mauku/Taihiki River A,Manukau Harbour,-37.15638155,174.7315184,1/01/2021,Lead,mg/kg,5.4
Auckland Council,Auckland,Mauku/Taihiki River A,Manukau Harbour,-37.15638155,174.7315184,1/01/2021,Mercury,mg/kg,<ALD
Auckland Council,Auckland,Mauku/Taihiki River A,Manukau Harbour,-37.15638155,174.7315184,1/01/2021,Zinc,mg/kg,34
Auckland Council,Auckland,Mauku/Taihiki River A,Manukau Harbour,-37.15638155,174.7315184,1/01/2021,Mud_content,%,40.2
Auckland Council,Auckland,Mauku/Taihiki River A,Manukau Harbour,-37.15638155,174.7315184,1/01/2021,Macrofauna,N/A,4.7
Auckland Council,Auckland,Mauku/Taihiki River A,Manukau Harbour,-37.15638155,174.7315184,1/01/2019,Arsenic,mg/kg,6.8
Auckland Council,Auckland,Mauku/Taihiki River A,Manukau Harbour,-37.15638155,174.7315184,1/01/2019,Copper,mg/kg,3.3
Auckland Council,Auckland,Mauku/Taihiki River A,Manukau Harbour,-37.15638155,174.7315184,1/01/2019,Lead,mg/kg,5.6
Auckland Council,Auckland,Mauku/Taihiki River A,Manukau Harbour,-37.15638155,174.7315184,1/01/2019,Mercury,mg/kg,<ALD
Auckland Council,Auckland,Mauku/Taihiki River A,Manukau Harbour,-37.15638155,174.7315184,1/01/2019,Zinc,mg/kg,39
Auckland Council,Auckland,Mauku/Taihiki River A,Manukau Harbour,-37.15638155,174.7315184,1/01/2019,Mud_content,%,39.3
Auckland Council,Auckland,Mauku/Taihiki River A,Manukau Harbour,-37.15638155,174.7315184,1/01/2019,Macrofauna,N/A,4.42
Auckland Council,Auckland,Mauku/Taihiki River B,Manukau Harbour,-37.15689967,174.7361471,1/01/2021,Arsenic,mg/kg,6.7
Auckland Council,Auckland,Mauku/Taihiki River B,Manukau Harbour,-37.15689967,174.7361471,1/01/2021,Copper,mg/kg,2.3
Auckland Council,Auckland,Mauku/Taihiki River B,Manukau Harbour,-37.15689967,174.7361471,1/01/2021,Lead,mg/kg,4.7
Auckland Council,Auckland,Mauku/Taihiki River B,Manukau Harbour,-37.15689967,174.7361471,1/01/2021,Mercury,mg/kg,<ALD
Auckland Council,Auckland,Mauku/Taihiki River B,Manukau Harbour,-37.15689967,174.7361471,1/01/2021,Zinc,mg/kg,29
Auckland Council,Auckland,Mauku/Taihiki River B,Manukau Harbour,-37.15689967,174.7361471,1/01/2021,Mud_content,%,23.1
Auckland Council,Auckland,Mauku/Taihiki River B,Manukau Harbour,-37.15689967,174.7361471,1/01/2021,Macrofauna,N/A,4.25
Auckland Council,Auckland,Mauku/Taihiki River B,Manukau Harbour,-37.15689967,174.7361471,1/01/2019,Arsenic,mg/kg,6.3
Auckland Council,Auckland,Mauku/Taihiki River B,Manukau Harbour,-37.15689967,174.7361471,1/01/2019,Copper,mg/kg,2.4
Auckland Council,Auckland,Mauku/Taihiki River B,Manukau Harbour,-37.15689967,174.7361471,1/01/2019,Lead,mg/kg,4.7
Auckland Council,Auckland,Mauku/Taihiki River B,Manukau Harbour,-37.15689967,174.7361471,1/01/2019,Mercury,mg/kg,<ALD
Auckland Council,Auckland,Mauku/Taihiki River B,Manukau Harbour,-37.15689967,174.7361471,1/01/2019,Zinc,mg/kg,30
Auckland Council,Auckland,Mauku/Taihiki River B,Manukau Harbour,-37.15689967,174.7361471,1/01/2019,Mud_content,%,24.6
Auckland Council,Auckland,Mauku/Taihiki River B,Manukau Harbour,-37.15689967,174.7361471,1/01/2019,Macrofauna,N/A,4.05
Auckland Council,Auckland,Clarks Beach,Manukau Harbour,-37.12254034,174.7026979,1/01/2022,Mud_content,%,11
Auckland Council,Auckland,Mill Bay,Manukau Harbour,-36.99452303,174.6072021,1/01/2021,Arsenic,mg/kg,13.2
